Mod name,Registry name,Item ID Name,Category,"Ingredient
Type",Type,Specific,Extra,Extra2,"Serving
Style",Cooked/Raw,
Cultural Delights,culturaldelights:mutton_sandwich,mutton_sandwich,meal,,sandwich,mutton,,,,,
Cultural Delights,culturaldelights:pickle,pickle,ingredient,,pickle,cucumber,,,,,
Cultural Delights,culturaldelights:popcorn,popcorn,meal,,popcorn,,,,,,
Cultural Delights,culturaldelights:pork_wrap,pork_wrap,meal,,wrap,pork,,,,,
Cultural Delights,culturaldelights:pufferfish_roll,pufferfish_roll,meal,,sushi,pufferfish,,,,,
Cultural Delights,culturaldelights:raw_calamari,raw_calamari,ingredient,meat,calamari,,,,,raw,
Cultural Delights,culturaldelights:rice_ball,rice_ball,meal,,riceball,,,,,,
Cultural Delights,culturaldelights:smoked_cut_eggplant,smoked_cut_eggplant,ingredient,vegetable,eggplant,,,,slice,cooked,
Cultural Delights,culturaldelights:smoked_eggplant,smoked_eggplant,ingredient,vegetable,eggplant,,,,feast,cooked,
Cultural Delights,culturaldelights:smoked_tomato,smoked_tomato,ingredient,vegetable,tomato,,,,feast,cooked,
Cultural Delights,culturaldelights:smoked_white_eggplant,smoked_white_eggplant,ingredient,vegetable,eggplant,white,,,feast,cooked,
Cultural Delights,culturaldelights:spicy_curry,spicy_curry,meal,,curry,spicy,,,,,
Cultural Delights,culturaldelights:squid,squid,ingredient,meat,squid,,,,,raw,
Cultural Delights,culturaldelights:tortilla,tortilla,ingredient,,tortilla,,,,,cooked,
Cultural Delights,culturaldelights:tortilla_chips,tortilla_chips,ingredient,,chip,tortilla,,,,,
Cultural Delights,culturaldelights:tropical_roll,tropical_roll,meal,,sushi,tropical_fish,,,,,
Cultural Delights,culturaldelights:white_eggplant,white_eggplant,crop,vegetable,eggplant,white,,,,,
Delightful,delightful:acorn,acorn,seed,,acorn,,,,,,
Delightful,delightful:animal_fat,animal_fat,ingredient,,fat,,,,,,
Delightful,delightful:animal_oil_bottle,animal_oil_bottle,ingredient,,cooking_oil,,,,,,
Delightful,delightful:azalea_tea,azalea_tea,drink,,tea,azalea,,,,,
Delightful,delightful:berry_matcha_latte,berry_matcha_latte,drink,,latte,berry_matcha,,,,,
Delightful,delightful:blueberry_pie_slice,blueberry_pie_slice,meal,,pie,blueberry,,,slice,,
Delightful,delightful:cactus_flesh,cactus_flesh,crop,vegetable,cactus,,,,,raw,
Delightful,delightful:cactus_steak,cactus_steak,ingredient,vegetable,cactus,,,,,cooked,
Delightful,delightful:cantaloupe,cantaloupe,crop,fruit,cantaloupe,,,,feast,,
Delightful,delightful:cantaloupe_slice,cantaloupe_slice,crop,fruit,cantaloupe,,,,slice,,
Delightful,delightful:cheeseburger,cheeseburger,meal,,burger,cheese,,,,,
Delightful,delightful:chopped_clover,chopped_clover,ingredient,,clover,,,,chopped,,
Delightful,delightful:coconut_curry,coconut_curry,meal,,curry,coconut,,,,,
Delightful,delightful:cooked_goat,cooked_goat,ingredient,meat,chevon,,,,,cooked,
Delightful,delightful:cooked_marshmallow_stick,cooked_marshmallow_stick,ingredient,,marshmallow,,,,on_stick,cooked,
Delightful,delightful:cooked_venison_chops,cooked_venison_chops,ingredient,meat,chop,venison,,,,cooked,
Delightful,delightful:crab_rangoon,crab_rangoon,meal,,crab_rangoon,,,,,,
Delightful,delightful:crimson_berry_pie_slice,crimson_berry_pie_slice,meal,,pie,crimson_berry,,,slice,,
Delightful,delightful:deluxe_cheeseburger,deluxe_cheeseburger,meal,,burger,deluxe_cheese,,,,,
Delightful,delightful:ender_nectar,ender_nectar,ingredient,,nectar,ender,,,,,
Delightful,delightful:field_salad,field_salad,meal,,salad,field,,,,,
Delightful,delightful:gloomgourd_pie_slice,gloomgourd_pie_slice,meal,,pie,gloomgourd,,,slice,,
Delightful,delightful:glow_jelly_bottle,glow_jelly_bottle,ingredient,,jam,glow_berry,,,,,
Delightful,delightful:green_apple_pie_slice,green_apple_pie_slice,meal,,pie,green_apple,,,slice,,
Delightful,delightful:green_tea_leaf,green_tea_leaf,crop,,tea,green,,,,,
Delightful,delightful:honey_glazed_walnut,honey_glazed_walnut,ingredient,,walnut,glazed,,,,,
Delightful,delightful:jelly_bottle,jelly_bottle,ingredient,,jam,,,,,,
Delightful,delightful:lavender_tea,lavender_tea,drink,,tea,lavender,,,,,
Delightful,delightful:marshmallow_stick,marshmallow_stick,ingredient,,marshmallow,,,,on_stick,,
Delightful,delightful:matcha,matcha,ingredient,,tea,green,powder,,,,
Delightful,delightful:matcha_ice_cream,matcha_ice_cream,dessert,,ice_cream,matcha,,,,,
Delightful,delightful:matcha_latte,matcha_latte,drink,,latte,matcha,,,,,
Delightful,delightful:mini_melon,mini_melon,crop,,melon,,,,feast,,
Delightful,delightful:nightshade_berry_pie_slice,nightshade_berry_pie_slice,meal,,pie,nightshade,,,slice,,
Delightful,delightful:nut_butter_and_jelly_sandwich,nut_butter_and_jelly_sandwich,meal,,sandwich,pbj,,,,,
Delightful,delightful:nut_butter_bottle,nut_butter_bottle,ingredient,,nut_butter,,,,,,
Delightful,delightful:prickly_pear_juice,prickly_pear_juice,drink,,juice,prickly_pear,,,,,
Delightful,delightful:pumpkin_pie_slice,pumpkin_pie_slice,meal,,pie,pumpkin,,,slice,,
Delightful,delightful:raw_goat,raw_goat,ingredient,meat,chevon,,,,,raw,
Delightful,delightful:rock_candy,rock_candy,candy,,rock,,,,,,
Delightful,delightful:salmonberries,salmonberries,crop,fruit,salmonberry,,,,,,
Delightful,delightful:salmonberry_gummy,salmonberry_gummy,candy,,gummy,salmonberry,,,,,
Delightful,delightful:salmonberry_ice_cream,salmonberry_ice_cream,dessert,,ice_cream,salmonberry,,,,,
Delightful,delightful:salmonberry_pie,salmonberry_pie,meal,,pie,salmonberry,,,feast,,
Delightful,delightful:salmonberry_pie_slice,salmonberry_pie_slice,meal,,pie,salmonberry,,,slice,,
Delightful,delightful:salmonberry_pips,salmonberry_pips,seed,,salmonberry,,,,,,
Delightful,delightful:sinigang,sinigang,meal,,stew,sinigang,,,,,
Delightful,delightful:smore,smore,dessert,,smore,,,,,,
Delightful,delightful:source_berry_pie_slice,source_berry_pie_slice,dessert,,pie,source_berry,,,slice,,
Delightful,delightful:venison_chops,venison_chops,ingredient,meat,venison,chop,,,,,
DumplingsDelight,dumplings_delight:beef_tomato_boiled_dumpling,beef_tomato_boiled_dumpling,meal,,dumpling,beef_tomato,,,,,
DumplingsDelight,dumplings_delight:calamari,calamari,ingredient,meat,calamari,,,,,,
DumplingsDelight,dumplings_delight:calamari_boiled_dumpling,calamari_boiled_dumpling,meal,,dumpling,calamari,,,,,
DumplingsDelight,dumplings_delight:chicken_mushroom_boiled_dumpling,chicken_mushroom_boiled_dumpling,meal,,dumpling,chicken_mushroom,,,,,
DumplingsDelight,dumplings_delight:chinese_cabbage,chinese_cabbage,crop,vegetable,cabbage,chinese,,,,,
DumplingsDelight,dumplings_delight:chinese_cabbage_leaf,chinese_cabbage_leaf,ingredient,vegetable,cabbage,chinese,,,slice,,
DumplingsDelight,dumplings_delight:chinese_cabbage_seeds,chinese_cabbage_seeds,seed,,cabbage,chinese,,,,,
DumplingsDelight,dumplings_delight:cod_boiled_dumpling,cod_boiled_dumpling,meal,,dumpling,cod,,,,,
DumplingsDelight,dumplings_delight:dandelion_leaf_boiled_dumpling,dandelion_leaf_boiled_dumpling,meal,,dumpling,dandelion,,,,,
DumplingsDelight,dumplings_delight:dumpling_medley,dumpling_medley,meal,,dumpling,,,,,,
DumplingsDelight,dumplings_delight:eggplant,eggplant,crop,vegetable,eggplant,,,,,,
DumplingsDelight,dumplings_delight:eggplant_egg_boiled_dumpling,eggplant_egg_boiled_dumpling,meal,,dumpling,eggplant_egg,,,,,
DumplingsDelight,dumplings_delight:eggplant_seeds,eggplant_seeds,seed,,eggplant,,,,,,
DumplingsDelight,dumplings_delight:fennel,fennel,crop,vegetable,fennel,,,,,,
DumplingsDelight,dumplings_delight:fennel_seeds,fennel_seeds,seed,,fennel,,,,,,
DumplingsDelight,dumplings_delight:fungus_boiled_dumpling,fungus_boiled_dumpling,meal,,dumpling,mushroom,,,,,
DumplingsDelight,dumplings_delight:garlic,garlic,crop,vegetable,garlic,,,,,,
DumplingsDelight,dumplings_delight:garlic_chive,garlic_chive,crop,vegetable,garlic_chive,,,,,,
DumplingsDelight,dumplings_delight:garlic_chive_egg_boiled_dumpling,garlic_chive_egg_boiled_dumpling,meal,,dumpling,garlic_chive_egg,,,,,
DumplingsDelight,dumplings_delight:garlic_chive_seeds,garlic_chive_seeds,seed,,garlic_chive,,,,,,
DumplingsDelight,dumplings_delight:garlic_clove,garlic_clove,ingredient,,garlic,,,,slice,,
DumplingsDelight,dumplings_delight:greenonion,greenonion,crop,vegetable,green_onion,,,,,,
DumplingsDelight,dumplings_delight:mushroom_boiled_dumpling,mushroom_boiled_dumpling,meal,,dumpling,mushroom,,,,,
DumplingsDelight,dumplings_delight:mutton_boiled_dumpling,mutton_boiled_dumpling,meal,,dumpling,mutton,,,,,
DumplingsDelight,dumplings_delight:pork_cabbage_boiled_dumpling,pork_cabbage_boiled_dumpling,meal,,dumpling,pork_cabbage,,,,,
DumplingsDelight,dumplings_delight:pork_cabbage_wonton,pork_cabbage_wonton,meal,,wonton,pork_cabbage,,,,,
DumplingsDelight,dumplings_delight:pork_carrot_wonton,pork_carrot_wonton,meal,,wonton,pork_carrot,,,,,
DumplingsDelight,dumplings_delight:pork_fennel_boiled_dumpling,pork_fennel_boiled_dumpling,meal,,dumpling,pork_fennel,,,,,
DumplingsDelight,dumplings_delight:pork_kelp_boiled_dumpling,pork_kelp_boiled_dumpling,meal,,dumpling,pork_kelp,,,,,
DumplingsDelight,dumplings_delight:pork_mushroom_wonton,pork_mushroom_wonton,meal,,dumpling,pork_mushroom,,,,,
DumplingsDelight,dumplings_delight:pork_potato_boiled_dumpling,pork_potato_boiled_dumpling,meal,,dumpling,pork_potato,,,,,
DumplingsDelight,dumplings_delight:pufferfish_boiled_dumpling,pufferfish_boiled_dumpling,meal,,dumpling,pufferfish,,,,,
DumplingsDelight,dumplings_delight:rabbit_meat_boiled_dumpling,rabbit_meat_boiled_dumpling,meal,,dumpling,rabbit,,,,,
DumplingsDelight,dumplings_delight:salmon_boiled_dumpling,salmon_boiled_dumpling,meal,,dumpling,salmon,,,,,
DumplingsDelight,dumplings_delight:tomato_egg_boiled_dumpling,tomato_egg_boiled_dumpling,meal,,dumpling,tomato_egg,,,,,
DumplingsDelight,dumplings_delight:vinegar,vinegar,ingredient,,vinegar,,,,,,
Egg Delight,eggdelight:bacon_and_egg_cup,bacon_and_egg_cup,meal,,egg_cup,bacon,,,,,
Egg Delight,eggdelight:bacon_omelet,bacon_omelet,meal,,omelet,bacon,,,,,
Egg Delight,eggdelight:bacon_omelet_egg_pan,bacon_omelet_egg_pan,meal,,omelet,bacon,,,,,
Egg Delight,eggdelight:beef_omelet,beef_omelet,meal,,omelet,beef,,,,,
Egg Delight,eggdelight:beef_omelet_egg_pan,beef_omelet_egg_pan,meal,,omelet,beef,,,,,
Egg Delight,eggdelight:boiled_egg,boiled_egg,ingredient,,egg,boiled,,,,,
Egg Delight,eggdelight:bread_slice,bread_slice,ingredient,,bread,,,,slice,,
Egg Delight,eggdelight:chicken_omelet,chicken_omelet,meal,,omelet,chicken,,,,,
Egg Delight,eggdelight:chicken_omelet_egg_pan,chicken_omelet_egg_pan,meal,,omelet,chicken,,,,,
Egg Delight,eggdelight:cod_omelet,cod_omelet,meal,,omelet,cod,,,,,
Egg Delight,eggdelight:cod_omelet_egg_pan,cod_omelet_egg_pan,meal,,omelet,cod,,,,,
Egg Delight,eggdelight:custard,custard,dessert,,custard,,,,,,
Egg Delight,eggdelight:egg_cookie,egg_cookie,dessert,,cookie,egg,,,,,
Egg Delight,eggdelight:egg_in_a_basket,egg_in_a_basket,meal,,egg_in_a_basket,,,,,,
Egg Delight,eggdelight:egg_pie,egg_pie,meal,,pie,egg,,,feast,,
Egg Delight,eggdelight:egg_pie_slice,egg_pie_slice,meal,,pie,egg,,,slice,,
Egg Delight,eggdelight:egg_tart,egg_tart,meal,,tart,egg,,,,,
Egg Delight,eggdelight:egg_toast,egg_toast,meal,,toast,egg,,,,,
Egg Delight,eggdelight:eggs_benidict,eggs_benidict,meal,,eggs_benidict,,,,,,
Egg Delight,eggdelight:mutton_omelet,mutton_omelet,meal,,omelet,mutton,,,,,
Egg Delight,eggdelight:mutton_omelet_egg_pan,mutton_omelet_egg_pan,meal,,omelet,mutton,,,,,
Egg Delight,eggdelight:omelet,omelet,meal,,omelet,,,,,,
Egg Delight,eggdelight:omelet_tray,omelet_tray,meal,,omelet,,,,,,
Egg Delight,eggdelight:omurice,omurice,meal,,omurice,,,,,,
Egg Delight,eggdelight:omurice_egg_pan,omurice_egg_pan,meal,,omurice,,,,,,
Egg Delight,eggdelight:peeled_boiled_egg,peeled_boiled_egg,ingredient,,egg,boiled,peeled,,,,
Egg Delight,eggdelight:salmon_omelet,salmon_omelet,meal,,omelet,salmon,,,,,
Egg Delight,eggdelight:salmon_omelet_egg_pan,salmon_omelet_egg_pan,meal,,omelet,salmon,,,,,
Egg Delight,eggdelight:scotch_egg,scotch_egg,meal,,scotch_egg,,,,,,
Egg Delight,eggdelight:scrambled_egg,scrambled_egg,meal,,egg,scrambled,,,,,
Egg Delight,eggdelight:sliced_boiled_egg,sliced_boiled_egg,ingredient,,egg,boiled,,,slice,,
Egg Delight,eggdelight:sliced_scotch_egg,sliced_scotch_egg,meal,,scotch_egg,,,,slice,,
Egg Delight,eggdelight:smoked_ham_omelet,smoked_ham_omelet,meal,,omelet,ham,,,,,
Egg Delight,eggdelight:smoked_ham_omelet_egg_pan,smoked_ham_omelet_egg_pan,meal,,omelet,ham,,,,,
End's Delight,ends_delight:assorted_salad,assorted_salad,meal,,salad,,,,,,
End's Delight,ends_delight:bubble_tea,bubble_tea,drink,,tea,bubble,,,,,
End's Delight,ends_delight:chorus_cookie,chorus_cookie,dessert,,cookie,chorus,,,,,
End's Delight,ends_delight:chorus_flower_pie,chorus_flower_pie,dessert,,pie,chorus_flower,,,,,
End's Delight,ends_delight:chorus_flower_tea,chorus_flower_tea,drink,,tea,chorus_flower,,,,,
End's Delight,ends_delight:chorus_fruit_grain,chorus_fruit_grain,ingredient,,chorus_fruit,,,,chopped,,
End's Delight,ends_delight:chorus_fruit_milk_tea,chorus_fruit_milk_tea,drink,,tea,chorus_fruit_milk,,,,,
End's Delight,ends_delight:chorus_fruit_pie,chorus_fruit_pie,meal,,pie,chorus_fruit,,,,,
End's Delight,ends_delight:chorus_fruit_pie_slice,chorus_fruit_pie_slice,meal,,pie,chorus_fruit,,,,,
End's Delight,ends_delight:chorus_fruit_popsicle,chorus_fruit_popsicle,dessert,,popsicle,chorus_fruit,,,,,
End's Delight,ends_delight:chorus_fruit_wine,chorus_fruit_wine,drink,,alcohol,wine,chorus_fruit,,,,
End's Delight,ends_delight:chorus_succulent,chorus_succulent,crop,vegetable,chorus_succulent,,,,,,
End's Delight,ends_delight:dragon_breath_and_chorus_soup,dragon_breath_and_chorus_soup,meal,,soup,dragon_breath_chorus_fruit,,,,,
End's Delight,ends_delight:dragon_breath_soda,dragon_breath_soda,drink,,soda,dragon_breath,,,,,
End's Delight,ends_delight:dragon_leg,dragon_leg,ingredient,meat,leg,dragon,,,,,
End's Delight,ends_delight:dragon_leg_with_sauce,dragon_leg_with_sauce,meal,,dragon_leg_with_sauce,,,,,,
End's Delight,ends_delight:dragon_leg_with_sauce_block,dragon_leg_with_sauce_block,meal,,dragon_leg_with_sauce,,,,,,
End's Delight,ends_delight:dragon_meat_stew,dragon_meat_stew,meal,,stew,dragon,,,,,
End's Delight,ends_delight:dragon_meat_stew_block,dragon_meat_stew_block,meal,,stew,dragon,,,,,
End's Delight,ends_delight:dried_chorus_flower,dried_chorus_flower,ingredient,,chorus_fruit,dried,,,,,
End's Delight,ends_delight:dried_endermite_meat,dried_endermite_meat,ingredient,meat,endermite,dried,,,,,
End's Delight,ends_delight:end_barbecue_stick,end_barbecue_stick,meal,,skewer,end,,,,,
End's Delight,ends_delight:end_mixed_salad,end_mixed_salad,meal,,salad,end,,,,,
End's Delight,ends_delight:ender_congee,ender_congee,meal,,congee,ender_pearl,,,,,
End's Delight,ends_delight:ender_pearl_grain,ender_pearl_grain,ingredient,,ender_pearl,,,,slice,,
End's Delight,ends_delight:ender_sauce,ender_sauce,ingredient,,sauce,ender,,,,,
End's Delight,ends_delight:fried_dragon_egg,fried_dragon_egg,meal,,egg,dragon,,,,cooked,
End's Delight,ends_delight:grilled_shulker,grilled_shulker,meal,,grilled_shulker,,,,,,
End's Delight,ends_delight:grilled_shulker_block,grilled_shulker_block,meal,,grilled_shulker,,,,,,
End's Delight,ends_delight:liquid_dragon_egg,liquid_dragon_egg,ingredient,,egg,dragon,,,,raw,
End's Delight,ends_delight:non_hatchable_dragon_egg,non_hatchable_dragon_egg,ingredient,,egg,dragon,,,feast,,
End's Delight,ends_delight:raw_dragon_meat,raw_dragon_meat,ingredient,meat,dragon,,,,slice,raw,
End's Delight,ends_delight:raw_dragon_meat_cuts,raw_dragon_meat_cuts,ingredient,meat,dragon,,,,chopped,raw,
End's Delight,ends_delight:raw_ender_mite_meat,raw_ender_mite_meat,ingredient,meat,endermite,,,,,raw,
End's Delight,ends_delight:roasted_dragon_meat,roasted_dragon_meat,ingredient,meat,dragon,,,,slice,cooked,
End's Delight,ends_delight:roasted_dragon_meat_cuts,roasted_dragon_meat_cuts,ingredient,meat,dragon,,,,chopped,cooked,
End's Delight,ends_delight:roasted_dragon_steak,roasted_dragon_steak,meal,,dragon_steak,,,,,,
End's Delight,ends_delight:roasted_shulker_meat,roasted_shulker_meat,ingredient,meat,shulker,,,,feast,cooked,
End's Delight,ends_delight:roasted_shulker_meat_slice,roasted_shulker_meat_slice,ingredient,meat,shulker,,,,slice,cooked,
End's Delight,ends_delight:shulker_meat,shulker_meat,ingredient,meat,shulker,,,,feast,raw,
End's Delight,ends_delight:shulker_meat_slice,shulker_meat_slice,ingredient,meat,shulker,,,,slice,raw,
End's Delight,ends_delight:smoked_dragon_leg,smoked_dragon_leg,ingredient,meat,leg,dragon,,,,cooked,
End's Delight,ends_delight:steamed_dragon_egg,steamed_dragon_egg,meal,,steamed_dragon_egg,,,,,,
End's Delight,ends_delight:steamed_dragon_egg_block,steamed_dragon_egg_block,meal,,steamed_dragon_egg,,,,,,
End's Delight,ends_delight:stir_fried_shulker_meat,stir_fried_shulker_meat,meal,,stirfry,shulker,,,,,
End's Delight,ends_delight:stuffed_rice_cake,stuffed_rice_cake,meal,,rice_cake,stuffed,end,,,,
Ender's Delight,endersdelight:chorus_juice,chorus_juice,drink,,juice,chorus,,,,,
Ender's Delight,endersdelight:chorus_pie,chorus_pie,meal,,pie,chorus,,,feast,,
Ender's Delight,endersdelight:chorus_pie_slice,chorus_pie_slice,meal,,pie,chorus,,,slice,,
Ender's Delight,endersdelight:chorus_stew,chorus_stew,meal,,stew,chorus,,,,,
Ender's Delight,endersdelight:chorus_stew_wood,chorus_stew_wood,meal,,stew,,,,,,
Ender's Delight,endersdelight:crawling_sandwich,crawling_sandwich,meal,,sandwich,endermite,,,,,
Ender's Delight,endersdelight:crispy_skewer,crispy_skewer,meal,,skewer,endermite,,,,,
Ender's Delight,endersdelight:ender_paella,ender_paella,meal,,paella,ender,,,,,
Ender's Delight,endersdelight:ender_paella_wood,ender_paella_wood,meal,,paella,ender,,,,,
Ender's Delight,endersdelight:ender_shard,ender_shard,ingredient,,shard,ender_pearl,,,,,
Ender's Delight,endersdelight:enderman_sight,enderman_sight,ingredient,,eye,enderman,,,,,
Ender's Delight,endersdelight:endermite_stew,endermite_stew,meal,,stew,endermite,,,,,
Ender's Delight,endersdelight:endermite_stew_wood,endermite_stew_wood,meal,,stew,endermite,,,,,
Ender's Delight,endersdelight:mite_crust,mite_crust,ingredient,,chiton,endermite,,,,,
Ender's Delight,endersdelight:pearl_pasta,pearl_pasta,meal,,pasta,ender_pearl,,,,,
Ender's Delight,endersdelight:pearl_pasta_wood,pearl_pasta_wood,meal,,pasta,ender_pearl,,,,,
Ender's Delight,endersdelight:shulker_filet,shulker_filet,ingredient,meat,shulker,,,,slice,raw,
Ender's Delight,endersdelight:shulker_mollusk,shulker_mollusk,ingredient,meat,shulker,,,,,raw,
Ender's Delight,endersdelight:sight_fragment,sight_fragment,ingredient,,eye,enderman,,,slice,,
Ender's Delight,endersdelight:strange_eclair,strange_eclair,dessert,,eclair,strange,,,,,
Ender's Delight,endersdelight:stuffed_shulker,stuffed_shulker,meal,,stuffed_shulker,,,,,,
Ender's Delight,endersdelight:stuffed_shulker_bowl,stuffed_shulker_bowl,meal,,stuffed_shulker,,,,,,
Ender's Delight,endersdelight:twisted_cereal,twisted_cereal,meal,,cereal,twisted,,,,,
Ender's Delight,endersdelight:twisted_cereal_wood,twisted_cereal_wood,meal,,cereal,twisted,,,,,
Ender's Delight,endersdelight:uncanny_cookies,uncanny_cookies,dessert,,cookie,uncanny,,,,,
ExtraDelight,extradelight:agar_agar,agar_agar,ingredient,,agar_agar,,,,,,
ExtraDelight,extradelight:agar_sheets,agar_sheets,ingredient,,agar_sheets,,,,,,
ExtraDelight,extradelight:alfredo_sauce,alfredo_sauce,ingredient,,sauce,alfredo,,,,,
ExtraDelight,extradelight:apple_cheesecake,apple_cheesecake,meal,,cheesecake,apple,,,feast,,
ExtraDelight,extradelight:apple_cheesecake_slice,apple_cheesecake_slice,dessert,,cheesecake,apple,,,slice,,
ExtraDelight,extradelight:apple_cookie,apple_cookie,dessert,,cookie,apple,,,,,
ExtraDelight,extradelight:apple_cookie_dough,apple_cookie_dough,ingredient,,cookie_dough,apple,,,,,
ExtraDelight,extradelight:apple_crisp,apple_crisp,dessert,,crisp,apple,,,serving,,
ExtraDelight,extradelight:apple_crisp_feast,apple_crisp_feast,meal,,crisp,apple,,,feast,,
ExtraDelight,extradelight:apple_custard,apple_custard,dessert,,custard,apple,,,,,
ExtraDelight,extradelight:apple_fritters,apple_fritters,dessert,,fritter,apple,,,,,
ExtraDelight,extradelight:apple_ice_cream,apple_ice_cream,dessert,,ice_cream,apple,,,,,
ExtraDelight,extradelight:apple_jam,apple_jam,ingredient,,jam,apple,,,,,
ExtraDelight,extradelight:apple_milkshake,apple_milkshake,drink,,milkshake,apple,,,,,
ExtraDelight,extradelight:apple_popsicle,apple_popsicle,dessert,,popsicle,apple,,,,,
ExtraDelight,extradelight:apple_sauce,apple_sauce,dessert,,sauce,apple,,,,,
ExtraDelight,extradelight:bacon_cheeseburger,bacon_cheeseburger,meal,,burger,cheese_bacon,,,,,
ExtraDelight,extradelight:bacon_egg_cheese_sandwich,bacon_egg_cheese_sandwich,meal,,sandwich,bacon_egg_cheese,,,,,
ExtraDelight,extradelight:bacon_egg_sandwich,bacon_egg_sandwich,meal,,sandwich,bacon_egg,,,,,
ExtraDelight,extradelight:bad_food,bad_food,meal,,bad,,,,,,
ExtraDelight,extradelight:bangers_mash,bangers_mash,meal,,bangers_mash,,,,,,
ExtraDelight,extradelight:bbq_jar_item,bbq_jar_item,ingredient,,sauce,bbq,,,,,
ExtraDelight,extradelight:bbq_ribs,bbq_ribs,meal,,ribs,bbq,,,serving,,
ExtraDelight,extradelight:bbq_ribs_block_item,bbq_ribs_block_item,meal,,ribs,bbq,,,feast,,
ExtraDelight,extradelight:bbq_shredded_chicken,bbq_shredded_chicken,meal,,bbq_chicken,shredded,,,serving,,
ExtraDelight,extradelight:bbq_shredded_chicken_feast,bbq_shredded_chicken_feast,meal,,bbq_chicken,shredded,,,feast,,
ExtraDelight,extradelight:bbq_shredded_chicken_sandwich,bbq_shredded_chicken_sandwich,meal,,sandwich,bbq_chicken,,,,,
ExtraDelight,extradelight:beef_stew_feast,beef_stew_feast,meal,,stew,beef,,,feast,,
ExtraDelight,extradelight:beef_stew_rice,beef_stew_rice,meal,,stew_over_rice,beef,,,,,
ExtraDelight,extradelight:beef_wellington,beef_wellington,meal,,wellington,beef,,,serving,,
ExtraDelight,extradelight:beef_wellington_block_item,beef_wellington_block_item,meal,,wellington,beef,,,feast,,
ExtraDelight,extradelight:beet_mint_salad,beet_mint_salad,meal,,salad,beet_mint,,,,,
ExtraDelight,extradelight:bhutan,bhutan,meal,,bhutan,,,,,,
ExtraDelight,extradelight:boiled_egg,boiled_egg,ingredient,,egg,boiled,,,,,
ExtraDelight,extradelight:bratwurst,bratwurst,ingredient,,sausage,bratwurst,,,,,
ExtraDelight,extradelight:bread_slice,bread_slice,ingredient,,bread,,,,slice,,
ExtraDelight,extradelight:breadcrumbs,breadcrumbs,ingredient,,bread,crumbs,,,,,
ExtraDelight,extradelight:breaded_chicken_patty,breaded_chicken_patty,ingredient,,chicken,patty,deep_fried,,,,
ExtraDelight,extradelight:breading_misanplas,breading_misanplas,ingredient,,breading_misanplas,,,,,,
ExtraDelight,extradelight:butter,butter,ingredient,,butter,,,,,,
ExtraDelight,extradelight:buttered_pasta,buttered_pasta,meal,,pasta,buttered,,,,,
ExtraDelight,extradelight:buttered_toast,buttered_toast,meal,,toast,buttered,,,,,
ExtraDelight,extradelight:cactus,cactus,crop,vegetable,cactus,,,,,,
ExtraDelight,extradelight:cactus_eggs,cactus_eggs,meal,,cactus_eggs,,,,,,
ExtraDelight,extradelight:cactus_juice,cactus_juice,drink,,juice,cactus,,,,,
ExtraDelight,extradelight:cactus_salad,cactus_salad,meal,,salad,cactus,,,,,
ExtraDelight,extradelight:cactus_soup,cactus_soup,meal,,soup,cactus,,,,,
ExtraDelight,extradelight:candied_ginger,candied_ginger,candy,,ginger,,,,,,
ExtraDelight,extradelight:candy_apple,candy_apple,dessert,,candy_apple,,,,,,
ExtraDelight,extradelight:candy_black,candy_black,candy,,black,,,,,,
ExtraDelight,extradelight:candy_blue,candy_blue,candy,,blue,,,,,,
ExtraDelight,extradelight:candy_brown,candy_brown,candy,,brown,,,,,,
ExtraDelight,extradelight:candy_cane_blue,candy_cane_blue,candy,,cane,blue,,,,,
ExtraDelight,extradelight:candy_cane_green,candy_cane_green,candy,,cane,green,,,,,
ExtraDelight,extradelight:candy_cane_red,candy_cane_red,candy,,cane,red,,,,,
ExtraDelight,extradelight:candy_cyan,candy_cyan,candy,,cyan,,,,,,
ExtraDelight,extradelight:candy_golden_apple,candy_golden_apple,dessert,,candy_apple,golden,,,,,
ExtraDelight,extradelight:candy_gray,candy_gray,candy,,hard_candy,gray,,,,,
ExtraDelight,extradelight:candy_green,candy_green,candy,,hard_candy,green,,,,,
ExtraDelight,extradelight:candy_light_blue,candy_light_blue,candy,,hard_candy,light_blue,,,,,
ExtraDelight,extradelight:candy_light_gray,candy_light_gray,candy,,hard_candy,light_gray,,,,,
ExtraDelight,extradelight:candy_lime,candy_lime,candy,,hard_candy,lime,,,,,
ExtraDelight,extradelight:candy_magenta,candy_magenta,candy,,hard_candy,magenta,,,,,
ExtraDelight,extradelight:candy_orange,candy_orange,candy,,hard_candy,orange,,,,,
ExtraDelight,extradelight:candy_pink,candy_pink,candy,,hard_candy,pink,,,,,
ExtraDelight,extradelight:candy_purple,candy_purple,candy,,hard_candy,purple,,,,,
ExtraDelight,extradelight:candy_red,candy_red,candy,,hard_candy,red,,,,,
ExtraDelight,extradelight:candy_white,candy_white,candy,,hard_candy,white,,,,,
ExtraDelight,extradelight:candy_yellow,candy_yellow,candy,,hard_candy,yellow,,,,,
ExtraDelight,extradelight:caramel_apple,caramel_apple,dessert,,caramel_apple,,,,,,
ExtraDelight,extradelight:caramel_candy,caramel_candy,candy,,caramel,,,,,,
